height,weight,label
191,85,normal
173,85,fat
171,79,fat
155,46,normal
174,61,normal
169,84,fat
196,95,fat
179,82,fat
185,50,thin
194,58,thin
168,98,fat
175,85,fat
186,49,thin
155,43,thin
151,74,fat
172,98,fat
156,54,normal
181,67,normal
161,77,fat
197,43,thin
161,44,thin
160,77,fat
179,75,normal
189,64,thin
151,94,fat
162,35,thin
164,62,normal
175,53,thin
185,37,thin
172,65,normal
168,51,thin
183,88,fat
187,65,normal
199,71,thin
187,46,thin
160,89,fat
177,53,thin
180,56,thin
166,95,fat
153,47,normal
156,42,thin
166,54,normal
187,85,fat
164,36,thin
151,69,fat
167,72,fat
185,89,fat
165,97,fat
200,61,thin
190,36,thin
191,91,fat
156,53,normal
152,42,thin
190,70,normal
173,93,fat
193,39,thin
186,95,fat
167,70,fat
180,97,fat
156,71,fat
160,57,normal
171,45,thin
186,58,thin
168,66,normal
191,54,thin
167,77,fat
185,98,fat
181,69,normal
179,35,thin
192,48,thin
160,86,fat
178,37,thin
190,36,thin
162,84,fat
165,41,thin
173,77,fat
151,43,normal
184,45,thin
194,79,normal
159,70,fat
153,89,fat
151,51,normal
194,88,normal
194,40,thin
153,93,fat
193,51,thin
162,76,fat
196,66,thin
158,80,fat
184,83,fat
199,80,normal
172,96,fat
169,55,normal
153,67,fat
186,92,fat
176,37,thin
160,63,fat
176,92,fat
154,93,fat
165,42,thin
182,87,fat
154,79,fat
186,65,normal
163,57,normal
159,41,thin
163,58,normal
183,63,normal
187,84,fat
183,86,fat
162,94,fat
185,45,thin
186,85,fat
174,85,fat
188,84,normal
168,73,fat
197,60,thin
161,90,fat
188,89,fat
161,80,fat
187,93,fat
191,62,thin
154,81,fat
197,36,thin
164,92,fat
183,51,thin
195,76,normal
196,59,thin
164,80,fat
192,53,thin
165,56,normal
166,49,thin
182,70,normal
196,57,thin
192,99,fat
187,71,normal
189,74,normal
200,97,fat
193,98,fat
198,80,normal
176,69,normal
173,45,thin
158,47,normal
182,51,thin
192,46,thin
192,64,thin
166,84,fat
188,95,fat
175,67,normal
167,55,normal
157,56,normal
183,50,thin
192,72,normal
157,54,normal
177,99,fat
192,94,fat
191,87,normal
181,93,fat
152,50,normal
192,92,fat
195,96,fat
151,93,fat
182,91,fat
183,82,fat
184,40,thin
160,53,normal
174,42,thin
161,92,fat
177,50,thin
166,36,thin
194,100,fat
172,49,thin
185,37,thin
198,84,normal
194,46,thin
188,54,thin
172,48,thin
171,40,thin
177,95,fat
157,43,thin
154,91,fat
174,96,fat
195,36,thin
155,76,fat
186,64,thin
157,43,thin
195,69,thin
168,68,fat
183,38,thin
171,42,thin
183,88,fat
197,88,normal
188,39,thin
164,70,fat
195,47,thin
151,89,fat
200,99,fat
155,68,fat
186,70,normal
179,54,thin
157,73,fat
170,97,fat
165,41,thin
162,80,fat
200,97,fat
191,44,thin
154,41,thin
165,39,thin
154,54,normal
180,95,fat
175,50,thin
172,59,normal
161,60,normal
187,58,thin
166,71,fat
160,85,fat
169,58,normal
197,90,normal
196,71,thin
161,84,fat
194,41,thin
154,100,fat
152,59,fat
164,75,fat
160,54,normal
169,67,normal
162,79,fat
195,76,normal
152,88,fat
200,58,thin
155,99,fat
198,95,fat
174,92,fat
164,93,fat
179,40,thin
192,92,fat
193,53,thin
178,79,fat
154,67,fat
155,88,fat
178,91,fat
198,87,normal
197,81,normal
179,58,thin
183,42,thin
179,88,fat
181,77,normal
167,88,fat
174,90,fat
162,65,fat
170,38,thin
177,66,normal
161,66,fat
187,41,thin
180,65,normal
173,84,fat
183,65,normal
152,90,fat
174,84,fat
154,66,fat
198,53,thin
180,70,normal
163,93,fat
191,87,normal
172,42,thin
193,64,thin
151,60,fat
174,82,fat
177,79,fat
182,59,thin
158,46,thin
193,41,thin
200,98,fat
172,43,thin
200,75,normal
167,36,thin
174,87,fat
196,96,fat
184,37,thin
170,45,thin
165,37,thin
169,71,fat
186,70,normal
197,99,fat
173,40,thin
185,59,thin
183,35,thin
187,79,normal
180,36,thin
162,54,normal
192,76,normal
172,42,thin
198,81,normal
171,55,normal
173,41,thin
182,64,normal
159,91,fat
155,59,fat
181,65,normal
188,36,thin
175,99,fat
163,75,fat
159,82,fat
176,84,fat
170,98,fat
158,77,fat
156,63,fat
183,65,normal
198,41,thin
176,71,normal
153,82,fat
176,80,fat
169,91,fat
157,93,fat
170,46,thin
180,38,thin
153,52,normal
159,97,fat
162,72,fat
177,56,thin
158,62,fat
170,79,fat
184,55,thin
181,83,fat
195,93,fat
178,66,normal
191,39,thin
190,96,fat
198,65,thin
154,90,fat
176,86,fat
199,74,normal
170,86,fat
193,37,thin
151,97,fat
190,63,thin
172,55,normal
189,100,fat
185,79,normal
194,55,thin
178,75,normal
174,98,fat
176,77,fat
182,42,thin
156,89,fat
200,85,normal
190,54,thin
156,73,fat
175,68,normal
185,92,fat
154,93,fat
181,67,normal
171,99,fat
155,78,fat
184,53,thin
184,48,thin
196,46,thin
164,56,normal
180,82,fat
170,69,normal
198,89,normal
154,63,fat
181,54,thin
178,69,normal
190,78,normal
193,71,normal
200,91,normal
187,43,thin
172,63,normal
152,40,thin
155,88,fat
188,95,fat
188,96,fat
156,72,fat
192,80,normal
178,99,fat
160,67,fat
181,82,fat
174,58,normal
192,46,thin
194,48,thin
187,46,thin
162,75,fat
179,71,normal
192,51,thin
174,80,fat
177,39,thin
161,60,normal
163,86,fat
156,62,fat
183,90,fat
197,45,thin
170,87,fat
153,46,normal
172,70,normal
152,54,normal
155,51,normal
165,43,thin
197,77,normal
187,52,thin
164,47,thin
150,41,thin
179,75,normal
153,98,fat
168,84,fat
192,61,thin
197,58,thin
177,72,normal
168,50,thin
197,45,thin
170,59,normal
179,55,thin
186,47,thin
187,50,thin
187,66,normal
183,38,thin
167,37,thin
189,88,fat
189,74,normal
181,35,thin
190,92,fat
161,44,thin
179,44,thin
185,85,fat
195,73,normal
152,66,fat
155,40,thin
173,74,fat
191,46,thin
198,88,normal
154,65,fat
176,39,thin
169,57,normal
178,94,fat
196,40,thin
162,50,normal
151,88,fat
190,96,fat
180,60,normal
199,54,thin
195,94,fat
159,84,fat
193,43,thin
198,54,thin
183,100,fat
188,74,normal
176,71,normal
195,46,thin
168,46,thin
188,38,thin
175,62,normal
199,100,fat
183,37,thin
177,37,thin
192,58,thin
194,83,normal
154,44,normal
198,78,normal
193,62,thin
175,47,thin
161,54,normal
196,70,thin
186,51,thin
155,63,fat
181,69,normal
160,92,fat
181,69,normal
186,37,thin
193,96,fat
175,71,normal
153,35,thin
156,59,fat
184,35,thin
181,70,normal
163,35,thin
152,87,fat
153,61,fat
156,63,fat
198,87,normal
159,60,normal
172,39,thin
164,91,fat
189,36,thin
182,35,thin
152,47,normal
183,73,normal
171,54,thin
164,50,normal
198,66,thin
181,45,thin
161,66,fat
153,60,fat
186,85,fat
193,91,fat
159,62,fat
184,87,fat
185,49,thin
160,64,fat
175,63,normal
199,64,thin
176,58,normal
197,78,normal
179,86,fat
185,51,thin
157,96,fat
198,93,normal
175,49,thin
154,94,fat
167,60,normal
186,36,thin
160,69,fat
171,35,thin
162,78,fat
152,49,normal
184,53,thin
200,59,thin
151,91,fat
153,42,thin
180,40,thin
196,96,fat
189,62,thin
181,54,thin
164,94,fat
162,94,fat
151,100,fat
169,45,thin
197,66,thin
193,55,thin
181,40,thin
173,85,fat
185,86,fat
170,76,fat
193,61,thin
171,95,fat
166,75,fat
194,49,thin
170,89,fat
189,97,fat
156,53,normal
191,80,normal
163,44,thin
155,45,normal
161,77,fat
186,79,normal
156,45,thin
192,93,fat
187,67,normal
173,91,fat
198,35,thin
175,42,thin
156,92,fat
163,74,fat
162,49,normal
170,81,fat
156,64,fat
192,50,thin
189,81,normal
187,62,thin
164,53,normal
173,68,normal
200,74,normal
171,69,normal
165,80,fat
170,75,fat
200,64,thin
186,47,thin
182,89,fat
175,65,normal
155,87,fat
194,80,normal
200,56,thin
176,91,fat
165,44,thin
188,96,fat
180,44,thin
153,55,normal
151,78,fat
166,41,thin
164,51,normal
183,55,thin
175,81,fat
198,82,normal
157,91,fat
157,82,fat
154,74,fat
183,98,fat
175,50,thin
197,43,thin
175,97,fat
154,62,fat
155,99,fat
198,87,normal
156,65,fat
152,80,fat
182,64,normal
181,87,fat
176,76,fat
176,59,normal
174,72,normal
157,71,fat
197,89,normal
150,47,normal
161,57,normal
162,59,normal
196,51,thin
198,77,normal
156,67,fat
156,85,fat
158,95,fat
199,76,normal
193,92,fat
198,70,thin
177,99,fat
157,47,normal
182,53,thin
177,69,normal
174,65,normal
187,98,fat
183,62,normal
187,89,fat
193,47,thin
200,73,thin
169,64,normal
195,61,thin
173,55,thin
200,89,normal
187,48,thin
167,56,normal
172,100,fat
161,82,fat
184,97,fat
158,75,fat
157,83,fat
168,84,fat
175,55,thin
151,65,fat
197,98,fat
166,92,fat
156,68,fat
161,48,normal
161,36,thin
192,99,fat
160,72,fat
179,44,thin
175,38,thin
189,35,thin
194,40,thin
186,60,thin
200,70,thin
177,78,fat
166,64,normal
180,40,thin
194,41,thin
167,68,fat
197,88,normal
191,59,thin
198,40,thin
178,41,thin
158,69,fat
194,73,normal
167,87,fat
184,54,thin
167,91,fat
186,96,fat
194,50,thin
180,39,thin
181,83,fat
199,94,normal
160,96,fat
163,40,thin
199,78,normal
161,55,normal
168,50,thin
189,52,thin
165,46,thin
156,47,normal
184,98,fat
185,92,fat
179,49,thin
155,92,fat
195,88,normal
196,60,thin
168,99,fat
156,89,fat
193,82,normal
150,75,fat
155,46,normal
154,69,fat
188,36,thin
180,93,fat
165,69,fat
160,74,fat
187,95,fat
162,36,thin
168,46,thin
176,90,fat
190,74,normal
177,53,thin
175,77,fat
190,52,thin
195,79,normal
160,89,fat
199,40,thin
179,79,fat
160,83,fat
198,51,thin
173,52,thin
164,46,thin
150,77,fat
184,81,normal
200,98,fat
191,75,normal
168,89,fat
159,93,fat
151,57,fat
153,94,fat
180,72,normal
184,59,thin
159,63,fat
179,84,fat
163,79,fat
167,85,fat
150,97,fat
152,41,thin
183,90,fat
164,82,fat
168,79,fat
196,47,thin
199,51,thin
178,42,thin
191,93,fat
161,98,fat
168,51,thin
194,44,thin
154,75,fat
160,78,fat
162,37,thin
158,35,thin
190,95,fat
200,57,thin
151,38,thin
163,47,thin
178,47,thin
176,86,fat
165,56,normal
176,68,normal
178,67,normal
158,66,fat
152,43,normal
187,100,fat
175,53,thin
177,98,fat
197,80,normal
151,94,fat
187,73,normal
181,86,fat
166,47,thin
180,84,fat
153,48,normal
195,63,thin
153,80,fat
164,39,thin
188,92,fat
177,58,normal
197,54,thin
197,56,thin
157,71,fat
175,69,normal
179,61,normal
170,41,thin
163,57,normal
189,51,thin
152,69,fat
164,76,fat
189,61,thin
183,96,fat
156,68,fat
200,58,thin
185,50,thin
199,55,thin
189,46,thin
171,72,fat
183,97,fat
172,66,normal
150,90,fat
181,86,fat
170,85,fat
153,37,thin
197,93,normal
156,93,fat
178,64,normal
186,96,fat
181,97,fat
169,73,fat
188,75,normal
193,77,normal
189,89,fat
194,46,thin
165,38,thin
161,71,fat
185,68,normal
196,72,normal
161,50,normal
186,95,fat
195,36,thin
181,70,normal
191,39,thin
175,47,thin
168,40,thin
174,63,normal
185,42,thin
180,67,normal
174,35,thin
186,81,normal
169,61,normal
154,75,fat
161,86,fat
173,53,thin
150,41,thin
154,94,fat
184,61,thin
171,50,thin
200,48,thin
195,94,fat
196,71,thin
176,65,normal
172,37,thin
197,45,thin
155,48,normal
174,56,thin
173,61,normal
193,81,normal
168,95,fat
197,77,normal
171,83,fat
189,45,thin
150,84,fat
189,53,thin
192,39,thin
173,85,fat
186,68,normal
163,97,fat
194,78,normal
182,63,normal
157,72,fat
175,80,fat
185,38,thin
159,44,thin
180,71,normal
193,63,thin
197,41,thin
170,49,thin
167,43,thin
173,64,normal
162,93,fat
171,75,fat
183,35,thin
187,46,thin
184,87,fat
179,53,thin
191,77,normal
162,45,thin
155,44,thin
160,52,normal
179,61,normal
194,70,normal
171,52,thin
162,56,normal
187,52,thin
179,49,thin
167,48,thin
166,43,thin
164,74,fat
171,73,fat
194,36,thin
152,86,fat
195,50,thin
190,57,thin
190,36,thin
153,57,fat
175,66,normal
200,72,thin
153,79,fat
166,59,normal
150,66,fat
199,78,normal
172,44,thin
194,37,thin
172,48,thin
158,51,normal
176,57,thin
192,38,thin
157,90,fat
190,44,thin
193,43,thin
182,99,fat
190,38,thin
182,65,normal
199,100,fat
162,58,normal
199,52,thin
174,60,normal
169,98,fat
164,66,fat
198,75,normal
189,99,fat
172,98,fat
173,95,fat
182,80,fat
200,45,thin
200,57,thin
161,62,normal
171,78,fat
191,84,normal
200,50,thin
168,91,fat
154,96,fat
159,54,normal
166,95,fat
189,97,fat
153,43,thin
165,41,thin
169,68,normal
169,59,normal
187,38,thin
169,52,thin
173,38,thin
192,62,thin
153,70,fat
171,77,fat
157,80,fat
160,97,fat
179,81,fat
177,58,normal
159,62,fat
167,63,normal
173,75,fat
158,67,fat
198,40,thin
179,36,thin
155,48,normal
193,51,thin
175,88,fat
164,70,fat
182,93,fat
185,49,thin
190,62,thin
189,37,thin
190,42,thin
172,80,fat
160,62,fat
181,49,thin
195,77,normal
195,39,thin
161,75,fat
171,62,normal
153,39,thin
164,82,fat
176,100,fat
195,40,thin
153,68,fat
175,53,thin
165,88,fat
156,37,thin
189,39,thin
156,67,fat
192,85,normal
189,38,thin
199,75,normal
158,98,fat
185,81,normal
174,96,fat
193,59,thin
154,57,fat
194,76,normal
153,80,fat
150,52,normal
166,41,thin
176,65,normal
154,89,fat
157,70,fat
174,96,fat
150,38,thin
166,74,fat
189,37,thin
173,62,normal
153,37,thin
196,36,thin
154,67,fat
176,57,thin
182,87,fat
161,37,thin
167,58,normal
186,100,fat
188,80,normal
169,63,normal
167,35,thin
153,88,fat
171,81,fat
191,52,thin
176,89,fat
157,55,normal
200,40,thin
168,91,fat
173,56,normal
195,57,thin
194,97,fat
189,74,normal
153,55,normal
163,81,fat
159,43,thin
159,99,fat
157,61,fat
188,91,fat
181,86,fat
196,58,thin
193,94,fat
160,95,fat
199,44,thin
163,100,fat
188,96,fat
151,48,normal
160,86,fat
185,39,thin
153,41,thin
164,65,fat
180,39,thin
157,79,fat
158,62,fat
182,60,thin
154,87,fat
161,88,fat
186,79,normal
182,61,thin
173,48,thin
198,80,normal
196,66,thin
170,97,fat
154,53,normal
171,85,fat
187,47,thin
171,72,fat
160,41,thin
170,39,thin
161,50,normal
169,60,normal
179,64,normal
191,86,normal
200,67,thin
200,39,thin
192,64,thin
176,88,fat
192,100,fat
186,57,thin
194,66,thin
164,42,thin
190,81,normal
176,74,normal
161,77,fat
167,57,normal
158,51,normal
171,58,normal
176,78,fat
174,41,thin
195,54,thin
190,43,thin
163,53,normal
158,37,thin
151,59,fat
193,70,normal
200,48,thin
183,76,normal
172,35,thin
158,76,fat
190,48,thin
189,70,normal
162,84,fat
166,60,normal
159,72,fat
196,87,normal
172,67,normal
150,76,fat
152,68,fat
160,58,normal
193,89,normal
171,65,normal
200,78,normal
176,87,fat
187,35,thin
169,57,normal
198,93,normal
173,96,fat
178,60,normal
157,59,normal
199,82,normal
156,62,fat
174,44,thin
195,53,thin
192,44,thin
166,38,thin
160,77,fat
174,70,normal
152,71,fat
163,50,normal
157,71,fat
159,87,fat
182,81,fat
181,93,fat
172,79,fat
176,48,thin
198,78,normal
188,48,thin
195,89,normal
182,37,thin
153,54,normal
185,60,thin
181,79,fat
186,49,thin
166,100,fat
175,59,normal
189,78,normal
182,52,thin
163,61,normal
178,96,fat
162,73,fat
170,55,normal
182,88,fat
193,78,normal
171,74,fat
161,45,thin
162,85,fat
170,55,normal
176,97,fat
199,89,normal
179,88,fat
158,73,fat
156,77,fat
194,55,thin
174,41,thin
161,38,thin
168,63,normal
175,67,normal
158,100,fat
168,55,normal
164,93,fat
195,91,normal
156,75,fat
173,52,thin
183,87,fat
174,69,normal
159,67,fat
185,62,thin
183,41,thin
190,61,thin
163,35,thin
193,65,thin
189,93,fat
191,43,thin
181,65,normal
164,86,fat
191,59,thin
160,89,fat
188,79,normal
154,75,fat
191,56,thin
181,99,fat
188,79,normal
192,59,thin
198,71,thin
169,43,thin
162,84,fat
178,44,thin
166,46,thin
160,47,thin
160,83,fat
186,73,normal
192,86,normal
150,70,fat
189,59,thin
170,42,thin
176,51,thin
193,78,normal
194,65,thin
193,98,fat
151,54,normal
179,87,fat
164,70,fat
153,46,normal
170,60,normal
162,56,normal
165,51,normal
191,82,normal
153,100,fat
176,66,normal
196,85,normal
182,51,thin
196,80,normal
183,45,thin
198,85,normal
199,46,thin
167,51,thin
157,69,fat
173,70,normal
181,91,fat
169,53,normal
166,38,thin
162,71,fat
175,67,normal
200,76,normal
173,81,fat
182,62,normal
166,72,fat
193,36,thin
169,98,fat
157,98,fat
171,40,thin
163,94,fat
196,74,normal
172,51,thin
169,93,fat
160,68,fat
156,70,fat
195,68,thin
167,84,fat
154,38,thin
159,75,fat
161,36,thin
172,88,fat
164,60,normal
160,63,fat
157,65,fat
191,95,fat
169,99,fat
171,85,fat
160,90,fat
192,93,fat
174,94,fat
176,70,normal
187,56,thin
195,100,fat
152,50,normal
183,64,normal
152,38,thin
157,59,normal
152,81,fat
156,56,normal
197,84,normal
173,89,fat
156,89,fat
156,70,fat
157,47,normal
171,84,fat
160,63,fat
193,99,fat
200,57,thin
189,42,thin
150,77,fat
152,90,fat
152,39,thin
200,79,normal
168,38,thin
163,75,fat
181,79,fat
197,93,normal
164,80,fat
174,46,thin
162,99,fat
187,72,normal
192,50,thin
197,52,thin
152,37,thin
178,39,thin
180,56,thin
181,60,thin
198,86,normal
180,35,thin
175,61,normal
173,64,normal
156,60,fat
195,98,fat
180,62,normal
155,82,fat
163,83,fat
194,49,thin
186,47,thin
185,69,normal
186,97,fat
170,60,normal
196,60,thin
189,81,normal
198,92,normal
152,81,fat
161,94,fat
150,49,normal
173,78,fat
154,55,normal
189,51,thin
196,50,thin
159,76,fat
182,77,normal
179,82,fat
162,90,fat
159,45,thin
194,72,normal
172,61,normal
193,62,thin
200,94,normal
168,77,fat
154,84,fat
190,84,normal
192,85,normal
163,59,normal
180,77,normal
191,63,thin
177,74,normal
183,96,fat
186,77,normal
186,94,fat
187,54,thin
175,43,thin
195,77,normal
190,43,thin
162,75,fat
192,40,thin
163,91,fat
198,100,fat
155,61,fat
161,51,normal
174,69,normal
157,38,thin
181,65,normal
165,88,fat
178,82,fat
169,84,fat
170,41,thin
174,74,fat
171,46,thin
166,38,thin
191,87,normal
195,90,normal
189,87,fat
182,41,thin
152,65,fat
193,73,normal
177,43,thin
176,66,normal
199,54,thin
153,62,fat
172,71,normal
173,59,normal
176,81,fat
156,68,fat
180,62,normal
187,87,fat
153,52,normal
186,89,fat
155,85,fat
183,51,thin
167,88,fat
174,68,normal
190,41,thin
150,80,fat
154,92,fat
154,46,normal
197,96,fat
185,77,normal
174,74,fat
197,64,thin
159,60,normal
150,44,normal
169,62,normal
169,39,thin
182,39,thin
174,44,thin
152,83,fat
181,60,thin
192,36,thin
160,63,fat
185,52,thin
167,70,fat
172,92,fat
200,45,thin
181,95,fat
152,74,fat
155,47,normal
177,84,fat
179,59,thin
187,81,normal
161,70,fat
191,51,thin
166,76,fat
164,73,fat
180,93,fat
172,85,fat
174,54,thin
151,94,fat
170,70,fat
167,59,normal
179,52,thin
154,91,fat
193,64,thin
160,53,normal
177,61,normal
182,93,fat
156,66,fat
196,80,normal
187,52,thin
200,52,thin
174,73,fat
192,84,normal
161,47,thin
169,55,normal
192,94,fat
171,70,normal
158,69,fat
184,77,normal
184,80,normal
181,98,fat
176,75,fat
200,75,normal
167,60,normal
156,73,fat
177,73,normal
180,37,thin
192,45,thin
186,66,normal
161,100,fat
180,61,normal
177,63,normal
200,63,thin
184,51,thin
187,47,thin
157,79,fat
194,84,normal
174,55,thin
171,75,fat
166,52,normal
187,81,normal
164,53,normal
185,66,normal
185,50,thin
152,49,normal
164,58,normal
156,72,fat
187,59,thin
151,41,thin
171,50,thin
181,88,fat
185,62,thin
174,81,fat
198,48,thin
173,97,fat
163,75,fat
160,67,fat
179,96,fat
165,46,thin
167,35,thin
157,76,fat
164,62,normal
193,98,fat
178,80,fat
166,97,fat
199,74,normal
155,97,fat
153,80,fat
191,73,normal
185,51,thin
154,80,fat
197,94,fat
172,100,fat
155,35,thin
189,43,thin
200,40,thin
197,76,normal
150,99,fat
161,78,fat
186,100,fat
185,87,fat
156,53,normal
183,92,fat
180,79,fat
200,39,thin
197,73,normal
166,69,fat
174,56,thin
189,82,normal
179,45,thin
174,47,thin
158,68,fat
155,83,fat
172,82,fat
154,37,thin
186,66,normal
199,56,thin
178,73,normal
188,72,normal
193,41,thin
161,100,fat
163,35,thin
184,39,thin
182,65,normal
157,66,fat
154,71,fat
182,75,normal
173,70,normal
185,41,thin
164,44,thin
177,87,fat
172,46,thin
155,79,fat
178,98,fat
169,52,thin
195,44,thin
179,96,fat
193,55,thin
184,67,normal
162,65,fat
155,58,fat
179,40,thin
188,98,fat
157,69,fat
166,64,normal
200,50,thin
185,37,thin
157,57,normal
181,36,thin
166,71,fat
154,53,normal
184,78,normal
154,41,thin
157,65,fat
161,87,fat
171,75,fat
155,42,thin
186,48,thin
170,41,thin
200,46,thin
166,82,fat
158,78,fat
161,38,thin
196,82,normal
160,94,fat
180,84,fat
174,39,thin
167,83,fat
170,36,thin
161,88,fat
193,58,thin
170,89,fat
200,91,normal
165,55,normal
168,100,fat
175,84,fat
176,68,normal
155,44,thin
178,78,fat
175,67,normal
155,83,fat
199,73,thin
158,36,thin
181,79,fat
188,84,normal
190,45,thin
178,69,normal
158,40,thin
199,90,normal
150,81,fat
177,40,thin
180,89,fat
156,65,fat
200,53,thin
169,41,thin
161,35,thin
168,71,fat
174,79,fat
190,82,normal
161,37,thin
172,46,thin
180,41,thin
172,91,fat
199,36,thin
181,58,thin
163,37,thin
150,88,fat
162,46,thin
189,71,normal
195,36,thin
160,78,fat
198,47,thin
156,57,normal
152,84,fat
160,90,fat
154,60,fat
192,67,thin
192,63,thin
153,47,normal
174,39,thin
168,81,fat
181,50,thin
188,58,thin
175,88,fat
170,73,fat
190,65,thin
194,59,thin
168,40,thin
174,58,normal
199,90,normal
194,99,fat
184,98,fat
165,81,fat
168,43,thin
172,88,fat
170,58,normal
164,37,thin
178,83,fat
186,65,normal
163,70,fat
194,54,thin
191,85,normal
197,48,thin
186,62,thin
186,42,thin
170,100,fat
194,81,normal
170,90,fat
188,67,normal
154,89,fat
190,53,thin
176,67,normal
150,62,fat
179,74,normal
172,51,thin
170,55,normal
176,80,fat
198,47,thin
167,44,thin
189,40,thin
179,81,fat
169,80,fat
164,92,fat
155,39,thin
168,52,thin
176,90,fat
159,86,fat
156,47,normal
194,88,normal
181,52,thin
178,71,normal
200,78,normal
158,96,fat
191,69,normal
161,83,fat
158,78,fat
193,97,fat
186,74,normal
183,94,fat
199,84,normal
158,42,thin
175,39,thin
183,92,fat
183,40,thin
161,89,fat
161,96,fat
172,72,fat
166,86,fat
169,44,thin
174,65,normal
156,53,normal
197,52,thin
178,98,fat
151,74,fat
195,55,thin
164,68,fat
152,74,fat
157,59,normal
171,64,normal
168,39,thin
181,59,thin
170,90,fat
150,88,fat
163,82,fat
176,76,fat
160,48,normal
178,90,fat
177,91,fat
189,93,fat
182,64,normal
181,86,fat
160,64,fat
153,37,thin
170,71,fat
174,45,thin
186,49,thin
160,59,normal
176,46,thin
190,82,normal
166,41,thin
150,85,fat
188,72,normal
162,37,thin
166,41,thin
183,53,thin
177,53,thin
170,56,normal
186,57,thin
194,80,normal
152,44,normal
156,67,fat
160,41,thin
150,37,thin
172,94,fat
164,41,thin
194,36,thin
176,35,thin
158,72,fat
159,99,fat
195,73,normal
165,66,fat
163,63,normal
156,45,thin
160,86,fat
169,71,fat
180,99,fat
159,74,fat
187,77,normal
191,40,thin
180,72,normal
150,63,fat
150,84,fat
170,55,normal
169,93,fat
180,37,thin
197,67,thin
190,100,fat
155,57,normal
176,90,fat
191,66,thin
158,85,fat
168,74,fat
186,58,thin
187,79,normal
182,39,thin
180,88,fat
194,82,normal
186,41,thin
193,86,normal
174,69,normal
190,82,normal
177,46,thin
174,97,fat
190,42,thin
196,62,thin
179,53,thin
186,82,normal
197,78,normal
182,39,thin
170,84,fat
167,37,thin
172,63,normal
198,55,thin
153,95,fat
190,56,thin
187,61,thin
161,97,fat
196,78,normal
194,82,normal
176,77,fat
161,72,fat
172,37,thin
159,97,fat
194,41,thin
180,36,thin
176,36,thin
163,62,normal
184,70,normal
151,85,fat
160,88,fat
153,79,fat
165,49,thin
198,88,normal
155,64,fat
170,91,fat
169,36,thin
171,72,fat
161,45,thin
190,83,normal
162,82,fat
188,40,thin
191,96,fat
167,56,normal
185,58,thin
159,73,fat
158,42,thin
159,35,thin
182,90,fat
180,67,normal
178,87,fat
185,49,thin
170,40,thin
182,92,fat
179,88,fat
181,60,thin
160,78,fat
174,78,fat
178,91,fat
170,79,fat
170,53,thin
170,46,thin
156,58,normal
192,98,fat
151,54,normal
151,81,fat
195,87,normal
188,74,normal
200,49,thin
163,97,fat
194,56,thin
180,41,thin
155,87,fat
193,97,fat
192,64,thin
188,80,normal
155,46,normal
196,78,normal
175,84,fat
181,42,thin
164,37,thin
190,42,thin
196,68,thin
156,86,fat
173,81,fat
162,65,fat
199,87,normal
150,47,normal
178,81,fat
175,86,fat
181,79,fat
197,94,fat
176,38,thin
192,97,fat
188,59,thin
164,63,normal
162,54,normal
176,64,normal
155,70,fat
159,78,fat
164,64,normal
166,98,fat
199,68,thin
181,56,thin
178,87,fat
190,73,normal
161,42,thin
176,45,thin
196,68,thin
197,41,thin
193,38,thin
168,72,fat
158,55,normal
169,95,fat
159,49,normal
151,73,fat
151,93,fat
190,50,thin
195,67,thin
173,69,normal
173,63,normal
168,37,thin
181,67,normal
185,94,fat
154,87,fat
174,95,fat
151,41,thin
180,35,thin
175,85,fat
184,84,fat
199,41,thin
185,86,fat
173,63,normal
164,97,fat
181,86,fat
150,51,normal
185,92,fat
197,37,thin
163,79,fat
170,52,thin
158,83,fat
159,62,fat
173,74,fat
180,87,fat
190,63,thin
155,92,fat
156,56,normal
160,86,fat
171,51,thin
157,45,thin
153,39,thin
195,66,thin
181,49,thin
185,60,thin
173,69,normal
166,94,fat
184,92,fat
185,58,thin
152,88,fat
172,88,fat
178,43,thin
167,38,thin
172,71,normal
178,86,fat
174,92,fat
175,100,fat
176,70,normal
162,46,thin
154,50,normal
198,79,normal
185,90,fat
167,90,fat
180,47,thin
170,59,normal
179,59,thin
166,92,fat
175,71,normal
165,83,fat
196,57,thin
172,37,thin
199,74,normal
152,84,fat
162,58,normal
189,92,fat
190,67,normal
161,37,thin
180,83,fat
161,40,thin
194,68,thin
174,81,fat
164,52,normal
180,60,normal
195,92,fat
160,59,normal
185,83,fat
152,91,fat
187,65,normal
165,63,normal
172,37,thin
185,80,normal
153,96,fat
196,63,thin
195,58,thin
195,84,normal
186,67,normal
183,83,fat
186,100,fat
164,76,fat
169,68,normal
183,95,fat
197,71,thin
171,57,normal
196,70,thin
196,54,thin
197,62,thin
174,61,normal
161,54,normal
198,47,thin
178,70,normal
179,40,thin
200,85,normal
152,79,fat
190,67,normal
172,82,fat
157,49,normal
179,55,thin
166,45,thin
190,35,thin
191,96,fat
160,89,fat
184,91,fat
174,96,fat
167,51,thin
183,99,fat
198,65,thin
179,49,thin
187,52,thin
198,39,thin
196,53,thin
161,42,thin
154,61,fat
174,92,fat
176,38,thin
162,96,fat
151,94,fat
185,95,fat
196,63,thin
188,80,normal
160,69,fat
151,86,fat
166,49,thin
183,47,thin
171,54,thin
174,57,normal
